arxiv_category,keyword_group,query,requested_cap,n_fetched,timestamp
astro-ph.HE,"substellar mass, Class L dwarfs, metal hydrides, hydrogen fusion, brown dwarfs","cat:astro-ph.HE AND (all:""substellar mass"" OR all:""Class L dwarfs"" OR all:""metal hydrides"" OR all:""hydrogen fusion"" OR all:""brown dwarfs"")",5,5,2026-07-03T13:07:54.856985+0000
cond-mat.supr-con,"magnetic fields, De Haas-Van Alphen effect, magnetization, Fermi surface, differential susceptibility","cat:cond-mat.supr-con AND (all:""magnetic fields"" OR all:""De Haas-Van Alphen effect"" OR all:""magnetization"" OR all:""Fermi surface"" OR all:""differential susceptibility"")",16,16,2026-07-03T13:08:00.372866+0000
cond-mat.supr-con,"electromagnetic phenomena, quantum mechanics, magnetic field, superconductor, spin axis","cat:cond-mat.supr-con AND (all:""electromagnetic phenomena"" OR all:""quantum mechanics"" OR all:""magnetic field"" OR all:""superconductor"" OR all:""spin axis"")",16,16,2026-07-03T13:08:04.956120+0000
cond-mat.supr-con,"density of states, metallic conductivity, electronic entropy, Fermi level, insulator properties","cat:cond-mat.supr-con AND (all:""density of states"" OR all:""metallic conductivity"" OR all:""electronic entropy"" OR all:""Fermi level"" OR all:""insulator properties"")",16,16,2026-07-03T13:08:09.799025+0000
cond-mat.supr-con,"microscopic length scales, wavevector dependence, material parameters, spatial dispersion, continuous media","cat:cond-mat.supr-con AND (all:""microscopic length scales"" OR all:""wavevector dependence"" OR all:""material parameters"" OR all:""spatial dispersion"" OR all:""continuous media"")",16,16,2026-07-03T13:08:14.796106+0000
cond-mat.supr-con,"density of states, solid-state physics, electronic entropy, Fermi level, insulators and metals","cat:cond-mat.supr-con AND (all:""density of states"" OR all:""solid-state physics"" OR all:""electronic entropy"" OR all:""Fermi level"" OR all:""insulators and metals"")",16,16,2026-07-03T13:08:20.126620+0000
cond-mat.supr-con,"physical structure, physical systems, phase transitions, symmetry breaking, order parameter","cat:cond-mat.supr-con AND (all:""physical structure"" OR all:""physical systems"" OR all:""phase transitions"" OR all:""symmetry breaking"" OR all:""order parameter"")",16,16,2026-07-03T13:08:25.160391+0000
cond-mat.supr-con,"physical framework, physical mechanisms, phase transitions, symmetry breaking, order parameter","cat:cond-mat.supr-con AND (all:""physical framework"" OR all:""physical mechanisms"" OR all:""phase transitions"" OR all:""symmetry breaking"" OR all:""order parameter"")",16,16,2026-07-03T13:08:29.613687+0000
cond-mat.supr-con,"magnetic field oscillations, AC permeability, De Haas-Van Alphen effect, Fermi surface, differential susceptibility","cat:cond-mat.supr-con AND (all:""magnetic field oscillations"" OR all:""AC permeability"" OR all:""De Haas-Van Alphen effect"" OR all:""Fermi surface"" OR all:""differential susceptibility"")",16,16,2026-07-03T13:08:34.516964+0000
cond-mat.supr-con,"collective field, electromagnetic gauge symmetry, superconductors, order parameter","cat:cond-mat.supr-con AND (all:""collective field"" OR all:""electromagnetic gauge symmetry"" OR all:""superconductors"" OR all:""order parameter"")",16,16,2026-07-03T13:08:38.901319+0000
cond-mat.stat-mech,"density displacement, buoyancy-driven flow, natural convection, fluid dynamics, heat transfer","cat:cond-mat.stat-mech AND (all:""density displacement"" OR all:""buoyancy-driven flow"" OR all:""natural convection"" OR all:""fluid dynamics"" OR all:""heat transfer"")",8,8,2026-07-03T13:08:43.944494+0000
cond-mat.stat-mech,"internal state, thermodynamic operation, inhomogeneous physical structure, equilibrium dynamics, substructures","cat:cond-mat.stat-mech AND (all:""internal state"" OR all:""thermodynamic operation"" OR all:""inhomogeneous physical structure"" OR all:""equilibrium dynamics"" OR all:""substructures"")",8,8,2026-07-03T13:08:48.976052+0000
cond-mat.stat-mech,"internal state, thermodynamic operation, inhomogeneous physical system, subsystem isolation","cat:cond-mat.stat-mech AND (all:""internal state"" OR all:""thermodynamic operation"" OR all:""inhomogeneous physical system"" OR all:""subsystem isolation"")",8,8,2026-07-03T13:08:53.528199+0000
cond-mat.stat-mech,"isolated system, inhomogeneous physical framework, internal state, thermodynamic operation, subframeworks","cat:cond-mat.stat-mech AND (all:""isolated system"" OR all:""inhomogeneous physical framework"" OR all:""internal state"" OR all:""thermodynamic operation"" OR all:""subframeworks"")",8,8,2026-07-03T13:08:59.467482+0000
cond-mat.stat-mech,"grey bodies, emissivity, Stefan-Boltzmann law, radiative behavior, black-body radiation","cat:cond-mat.stat-mech AND (all:""grey bodies"" OR all:""emissivity"" OR all:""Stefan-Boltzmann law"" OR all:""radiative behavior"" OR all:""black-body radiation"")",8,8,2026-07-03T13:09:04.567390+0000
cond-mat.stat-mech,"internal state, thermodynamic operation, inhomogeneous physical framework, substructure equilibrium","cat:cond-mat.stat-mech AND (all:""internal state"" OR all:""thermodynamic operation"" OR all:""inhomogeneous physical framework"" OR all:""substructure equilibrium"")",8,8,2026-07-03T13:09:09.063060+0000
cond-mat.stat-mech,"refrigeration cycle, throttling process, flow resistance, fluid dynamics, pressure drop","cat:cond-mat.stat-mech AND (all:""refrigeration cycle"" OR all:""throttling process"" OR all:""flow resistance"" OR all:""fluid dynamics"" OR all:""pressure drop"")",8,8,2026-07-03T13:09:13.606860+0000
cond-mat.stat-mech,"quasi-static process, thermal reservoirs, Carnot engine, heat engine efficiency","cat:cond-mat.stat-mech AND (all:""quasi-static process"" OR all:""thermal reservoirs"" OR all:""Carnot engine"" OR all:""heat engine efficiency"")",8,8,2026-07-03T13:09:18.277273+0000
cond-mat.stat-mech,"heat transfer, surface properties, radiative heat transfer, emissivity, thermal radiation","cat:cond-mat.stat-mech AND (all:""heat transfer"" OR all:""surface properties"" OR all:""radiative heat transfer"" OR all:""emissivity"" OR all:""thermal radiation"")",8,8,2026-07-03T13:09:23.044931+0000
cond-mat.stat-mech,"surface phenomena, non-volatile materials, particle dynamics, reactive Leidenfrost effect","cat:cond-mat.stat-mech AND (all:""surface phenomena"" OR all:""non-volatile materials"" OR all:""particle dynamics"" OR all:""reactive Leidenfrost effect"")",8,8,2026-07-03T13:09:27.813563+0000
cond-mat.stat-mech,"isolated system, submechanisms, inhomogeneous physical mechanism, internal state, thermodynamic operation","cat:cond-mat.stat-mech AND (all:""isolated system"" OR all:""submechanisms"" OR all:""inhomogeneous physical mechanism"" OR all:""internal state"" OR all:""thermodynamic operation"")",8,8,2026-07-03T13:09:32.641588+0000
cond-mat.stat-mech,"inhomogeneous physical mechanism, thermodynamic operation, isolated systems, internal state, submechanisms","cat:cond-mat.stat-mech AND (all:""inhomogeneous physical mechanism"" OR all:""thermodynamic operation"" OR all:""isolated systems"" OR all:""internal state"" OR all:""submechanisms"")",8,8,2026-07-03T13:09:37.532509+0000
cond-mat.stat-mech,"statistical mechanics, kinetic theory, entropy, Maxwell's Demon, second law of thermodynamics","cat:cond-mat.stat-mech AND (all:""statistical mechanics"" OR all:""kinetic theory"" OR all:""entropy"" OR all:""Maxwell's Demon"" OR all:""second law of thermodynamics"")",8,8,2026-07-03T13:09:42.737973+0000
cond-mat.stat-mech,"cyclic process, internal energy, heat energy interconversions, second law of thermodynamics, conservation of energy","cat:cond-mat.stat-mech AND (all:""cyclic process"" OR all:""internal energy"" OR all:""heat energy interconversions"" OR all:""second law of thermodynamics"" OR all:""conservation of energy"")",8,8,2026-07-03T13:09:47.947932+0000
cond-mat.stat-mech,"time-dependent frameworks, self-similar mechanisms, stochastic variables, dynamic scaling, time-dependent snapshots","cat:cond-mat.stat-mech AND (all:""time-dependent frameworks"" OR all:""self-similar mechanisms"" OR all:""stochastic variables"" OR all:""dynamic scaling"" OR all:""time-dependent snapshots"")",8,8,2026-07-03T13:09:52.706861+0000
cond-mat.stat-mech,"dynamic scaling, stochastic variables, time-dependent evolution, self-similar systems","cat:cond-mat.stat-mech AND (all:""dynamic scaling"" OR all:""stochastic variables"" OR all:""time-dependent evolution"" OR all:""self-similar systems"")",8,8,2026-07-03T13:09:57.137325+0000
cond-mat.stat-mech,"dynamic scaling, time-dependent evolution, self-similar structures, stochastic variables, self-similar frameworks","cat:cond-mat.stat-mech AND (all:""dynamic scaling"" OR all:""time-dependent evolution"" OR all:""self-similar structures"" OR all:""stochastic variables"" OR all:""self-similar frameworks"")",8,8,2026-07-03T13:10:01.603303+0000
hep-ph,"early universe, baryogenesis, matter asymmetry, quark-antiquark pairs","cat:hep-ph AND (all:""early universe"" OR all:""baryogenesis"" OR all:""matter asymmetry"" OR all:""quark-antiquark pairs"")",16,16,2026-07-03T13:10:06.261493+0000
hep-ph,"quarks, antiquarks, particle density, quantum chromodynamics, chemical potential","cat:hep-ph AND (all:""quarks"" OR all:""antiquarks"" OR all:""particle density"" OR all:""quantum chromodynamics"" OR all:""chemical potential"")",16,16,2026-07-03T13:10:10.992473+0000
hep-ph,"early universe, baryogenesis, quark-antiquark pairs, matter-antimatter asymmetry, baryon asymmetry","cat:hep-ph AND (all:""early universe"" OR all:""baryogenesis"" OR all:""quark-antiquark pairs"" OR all:""matter-antimatter asymmetry"" OR all:""baryon asymmetry"")",16,16,2026-07-03T13:10:16.647266+0000
hep-ph,"mass generation, elementary particles, Higgs boson, gauge bosons, Standard Model","cat:hep-ph AND (all:""mass generation"" OR all:""elementary particles"" OR all:""Higgs boson"" OR all:""gauge bosons"" OR all:""Standard Model"")",16,16,2026-07-03T13:10:21.592614+0000
hep-ph,"proximity-focusing, photon detector plane, Cherenkov radiation, Cherenkov emission, RICH detector","cat:hep-ph AND (all:""proximity-focusing"" OR all:""photon detector plane"" OR all:""Cherenkov radiation"" OR all:""Cherenkov emission"" OR all:""RICH detector"")",16,16,2026-07-03T13:10:28.099077+0000
hep-ph,"magnetic monopole, electromagnetism, elementary particle, isolated magnetic pole","cat:hep-ph AND (all:""magnetic monopole"" OR all:""electromagnetism"" OR all:""elementary particle"" OR all:""isolated magnetic pole"")",16,16,2026-07-03T13:10:33.530383+0000
hep-ph,"CP symmetry, weak interactions, Nobel Prize physics, Kobayashi-Maskawa matrix, Standard Model","cat:hep-ph AND (all:""CP symmetry"" OR all:""weak interactions"" OR all:""Nobel Prize physics"" OR all:""Kobayashi-Maskawa matrix"" OR all:""Standard Model"")",16,16,2026-07-03T13:10:40.224764+0000
hep-ph,"interaction cross section, dark matter experiments, noble liquid detectors, scintillation, cryogenic detectors","cat:hep-ph AND (all:""interaction cross section"" OR all:""dark matter experiments"" OR all:""noble liquid detectors"" OR all:""scintillation"" OR all:""cryogenic detectors"")",16,16,2026-07-03T13:10:46.407575+0000
hep-ph,"baryon structure, color charges, quark-diquark models, effective supersymmetry","cat:hep-ph AND (all:""baryon structure"" OR all:""color charges"" OR all:""quark-diquark models"" OR all:""effective supersymmetry"")",16,16,2026-07-03T13:10:52.107831+0000
astro-ph.SR,"molecular clouds, internal pressure, stellar formation, interstellar medium, gravitational collapse","cat:astro-ph.SR AND (all:""molecular clouds"" OR all:""internal pressure"" OR all:""stellar formation"" OR all:""interstellar medium"" OR all:""gravitational collapse"")",5,5,2026-07-03T13:11:00.098003+0000
astro-ph.SR,"gravitationally bound, orbital mechanics, non-stellar objects, planetary structure","cat:astro-ph.SR AND (all:""gravitationally bound"" OR all:""orbital mechanics"" OR all:""non-stellar objects"" OR all:""planetary structure"")",5,5,2026-07-03T13:11:05.326053+0000
astro-ph.SR,"astronomical spectroscopy, stellar velocity, Doppler effect, Fraunhofer lines","cat:astro-ph.SR AND (all:""astronomical spectroscopy"" OR all:""stellar velocity"" OR all:""Doppler effect"" OR all:""Fraunhofer lines"")",5,5,2026-07-03T13:11:10.216523+0000
astro-ph.SR,"energy shifts, radiation field, blueshifting, redshifting, light-matter interactions","cat:astro-ph.SR AND (all:""energy shifts"" OR all:""radiation field"" OR all:""blueshifting"" OR all:""redshifting"" OR all:""light-matter interactions"")",5,5,2026-07-03T13:11:16.653975+0000
astro-ph.SR,"cosmic rays, galactic gas, ionic and molecular matter, interstellar medium","cat:astro-ph.SR AND (all:""cosmic rays"" OR all:""galactic gas"" OR all:""ionic and molecular matter"" OR all:""interstellar medium"")",5,5,2026-07-03T13:11:21.793438+0000
astro-ph.SR,"gravitational disintegration, celestial mechanics, orbital dynamics, tidal forces, Roche limit","cat:astro-ph.SR AND (all:""gravitational disintegration"" OR all:""celestial mechanics"" OR all:""orbital dynamics"" OR all:""tidal forces"" OR all:""Roche limit"")",5,5,2026-07-03T13:11:26.621467+0000
astro-ph.SR,"supermassive black hole, Sagittarius A*, stellar orbits, solar mass units","cat:astro-ph.SR AND (all:""supermassive black hole"" OR all:""Sagittarius A*"" OR all:""stellar orbits"" OR all:""solar mass units"")",5,5,2026-07-03T13:11:31.900670+0000
astro-ph.SR,"rotating neutron star, stellar evolution, pulsar astronomy, compact objects, Crab pulsar","cat:astro-ph.SR AND (all:""rotating neutron star"" OR all:""stellar evolution"" OR all:""pulsar astronomy"" OR all:""compact objects"" OR all:""Crab pulsar"")",5,5,2026-07-03T13:11:36.969360+0000
astro-ph.SR,"ionic gas, galactic matter, cosmic rays, galactic framework, interstellar medium","cat:astro-ph.SR AND (all:""ionic gas"" OR all:""galactic matter"" OR all:""cosmic rays"" OR all:""galactic framework"" OR all:""interstellar medium"")",5,5,2026-07-03T13:11:42.014200+0000
astro-ph.SR,"stellar velocity, Doppler effect, redshift, observational astronomy, astronomical observation","cat:astro-ph.SR AND (all:""stellar velocity"" OR all:""Doppler effect"" OR all:""redshift"" OR all:""observational astronomy"" OR all:""astronomical observation"")",5,5,2026-07-03T13:11:49.249690+0000
astro-ph.SR,"astronomical measurements, stellar magnitude, apparent brightness, astronomical measurement, logarithmic scale","cat:astro-ph.SR AND (all:""astronomical measurements"" OR all:""stellar magnitude"" OR all:""apparent brightness"" OR all:""astronomical measurement"" OR all:""logarithmic scale"")",5,5,2026-07-03T13:11:54.087769+0000
astro-ph.SR,"Modified Newtonian Dynamics, baryonic mass, velocity dispersions, galaxy clusters","cat:astro-ph.SR AND (all:""Modified Newtonian Dynamics"" OR all:""baryonic mass"" OR all:""velocity dispersions"" OR all:""galaxy clusters"")",5,5,2026-07-03T13:11:59.946072+0000
astro-ph.SR,"light travel time, celestial observation, orbital mechanics, light-travel time, planetary motion","cat:astro-ph.SR AND (all:""light travel time"" OR all:""celestial observation"" OR all:""orbital mechanics"" OR all:""light-travel time"" OR all:""planetary motion"")",5,5,2026-07-03T13:12:05.827520+0000
astro-ph.SR,"ionic gas, cosmic rays, interstellar medium, galactic structures, intergalactic space","cat:astro-ph.SR AND (all:""ionic gas"" OR all:""cosmic rays"" OR all:""interstellar medium"" OR all:""galactic structures"" OR all:""intergalactic space"")",5,5,2026-07-03T13:12:10.765588+0000
astro-ph.SR,"astronomical distance, astronomical measurements, stellar metallicity, stellar composition, Kapteyn's star","cat:astro-ph.SR AND (all:""astronomical distance"" OR all:""astronomical measurements"" OR all:""stellar metallicity"" OR all:""stellar composition"" OR all:""Kapteyn's star"")",5,5,2026-07-03T13:12:15.469107+0000
astro-ph.SR,"supernova types, progenitor star, stellar metallicity, stellar evolution, progenitor stars","cat:astro-ph.SR AND (all:""supernova types"" OR all:""progenitor star"" OR all:""stellar metallicity"" OR all:""stellar evolution"" OR all:""progenitor stars"")",5,5,2026-07-03T13:12:20.809027+0000
astro-ph.SR,"spectral analysis, ultraviolet absorption, interstellar medium, atomic hydrogen, Lyman-alpha transition","cat:astro-ph.SR AND (all:""spectral analysis"" OR all:""ultraviolet absorption"" OR all:""interstellar medium"" OR all:""atomic hydrogen"" OR all:""Lyman-alpha transition"")",5,5,2026-07-03T13:12:25.730234+0000
astro-ph.SR,"Preon stars, WIMPs, MACHOs, axions, cold dark matter","cat:astro-ph.SR AND (all:""Preon stars"" OR all:""WIMPs"" OR all:""MACHOs"" OR all:""axions"" OR all:""cold dark matter"")",5,5,2026-07-03T13:12:30.494749+0000
astro-ph.SR,"Penrose process, black hole dynamics, rotational energy, ergosphere","cat:astro-ph.SR AND (all:""Penrose process"" OR all:""black hole dynamics"" OR all:""rotational energy"" OR all:""ergosphere"")",5,5,2026-07-03T13:12:35.777105+0000
astro-ph.SR,"hydrostatic equilibrium, molecular clouds, stellar formation, gravitational collapse","cat:astro-ph.SR AND (all:""hydrostatic equilibrium"" OR all:""molecular clouds"" OR all:""stellar formation"" OR all:""gravitational collapse"")",5,5,2026-07-03T13:12:40.345071+0000
astro-ph.SR,"galactic dynamics, dark matter, Modified Newtonian Dynamics, general relativity, universal gravitation","cat:astro-ph.SR AND (all:""galactic dynamics"" OR all:""dark matter"" OR all:""Modified Newtonian Dynamics"" OR all:""general relativity"" OR all:""universal gravitation"")",5,5,2026-07-03T13:12:44.996708+0000
astro-ph.SR,"stellar evolution, stellar composition, metallicity, Kapteyn's star, solar abundance","cat:astro-ph.SR AND (all:""stellar evolution"" OR all:""stellar composition"" OR all:""metallicity"" OR all:""Kapteyn's star"" OR all:""solar abundance"")",5,5,2026-07-03T13:12:50.087437+0000
astro-ph.SR,"supermassive black hole, orbital mechanics, Sagittarius A*, stellar orbits, solar masses","cat:astro-ph.SR AND (all:""supermassive black hole"" OR all:""orbital mechanics"" OR all:""Sagittarius A*"" OR all:""stellar orbits"" OR all:""solar masses"")",5,5,2026-07-03T13:12:55.216262+0000
astro-ph.SR,"distributed computing, gravitational waves, binary black holes, parallel analysis, Einstein@Home","cat:astro-ph.SR AND (all:""distributed computing"" OR all:""gravitational waves"" OR all:""binary black holes"" OR all:""parallel analysis"" OR all:""Einstein@Home"")",5,5,2026-07-03T13:13:00.088004+0000
astro-ph.SR,"high-velocity electrons, synchrotron emission, supernova remnants, magnetic fields, ionized gas","cat:astro-ph.SR AND (all:""high-velocity electrons"" OR all:""synchrotron emission"" OR all:""supernova remnants"" OR all:""magnetic fields"" OR all:""ionized gas"")",5,5,2026-07-03T13:13:04.591759+0000
astro-ph.SR,"stellar luminosity, Hertzsprung-Russell diagram, stellar evolution, dwarf stars, main sequence","cat:astro-ph.SR AND (all:""stellar luminosity"" OR all:""Hertzsprung-Russell diagram"" OR all:""stellar evolution"" OR all:""dwarf stars"" OR all:""main sequence"")",5,5,2026-07-03T13:13:09.377660+0000
astro-ph.SR,"substellar mass, Class L dwarfs, metal hydrides, hydrogen fusion, brown dwarfs","cat:astro-ph.SR AND (all:""substellar mass"" OR all:""Class L dwarfs"" OR all:""metal hydrides"" OR all:""hydrogen fusion"" OR all:""brown dwarfs"")",5,5,2026-07-03T13:13:15.232490+0000
quant-ph,"wave function, Hilbert space, quantum framework, complex vector space, quantum state vector","cat:quant-ph AND (all:""wave function"" OR all:""Hilbert space"" OR all:""quantum framework"" OR all:""complex vector space"" OR all:""quantum state vector"")",7,7,2026-07-03T13:13:20.311375+0000
quant-ph,"quantum mechanical structure, Hilbert space, quantum mechanics, complex vector space, state vector","cat:quant-ph AND (all:""quantum mechanical structure"" OR all:""Hilbert space"" OR all:""quantum mechanics"" OR all:""complex vector space"" OR all:""state vector"")",7,7,2026-07-03T13:13:25.267722+0000
quant-ph,"Hamiltonians, partner Hamiltonians, energy spectra, eigenstates, supersymmetric quantum mechanics","cat:quant-ph AND (all:""Hamiltonians"" OR all:""partner Hamiltonians"" OR all:""energy spectra"" OR all:""eigenstates"" OR all:""supersymmetric quantum mechanics"")",7,7,2026-07-03T13:13:29.962587+0000
quant-ph,"Ramsauer-Townsend effect, electron scattering, quantum mechanics, wave framework, noble gas","cat:quant-ph AND (all:""Ramsauer-Townsend effect"" OR all:""electron scattering"" OR all:""quantum mechanics"" OR all:""wave framework"" OR all:""noble gas"")",7,7,2026-07-03T13:13:35.206213+0000
quant-ph,"linear momentum, quantum framework, particle spin, angular momentum, quantum dynamics","cat:quant-ph AND (all:""linear momentum"" OR all:""quantum framework"" OR all:""particle spin"" OR all:""angular momentum"" OR all:""quantum dynamics"")",7,7,2026-07-03T13:13:39.923754+0000
quant-ph,"quantum mechanical mechanism, Hilbert space, quantum framework, complex vector space, state vector","cat:quant-ph AND (all:""quantum mechanical mechanism"" OR all:""Hilbert space"" OR all:""quantum framework"" OR all:""complex vector space"" OR all:""state vector"")",7,7,2026-07-03T13:13:44.569487+0000
quant-ph,"wave framework, Ramsauer-Townsend effect, noble gas interaction, wave theory, electron scattering","cat:quant-ph AND (all:""wave framework"" OR all:""Ramsauer-Townsend effect"" OR all:""noble gas interaction"" OR all:""wave theory"" OR all:""electron scattering"")",7,7,2026-07-03T13:13:49.423996+0000
quant-ph,"quantum mechanical framework, Hilbert space, complex vector space, state vector, quantum state","cat:quant-ph AND (all:""quantum mechanical framework"" OR all:""Hilbert space"" OR all:""complex vector space"" OR all:""state vector"" OR all:""quantum state"")",7,7,2026-07-03T13:13:54.336622+0000
quant-ph,"probability amplitudes, wave function, classical analogy, quantum state","cat:quant-ph AND (all:""probability amplitudes"" OR all:""wave function"" OR all:""classical analogy"" OR all:""quantum state"")",7,7,2026-07-03T13:13:59.873083+0000
quant-ph,"spin quantum number, elementary particles, reduced Planck constant, angular momentum","cat:quant-ph AND (all:""spin quantum number"" OR all:""elementary particles"" OR all:""reduced Planck constant"" OR all:""angular momentum"")",7,7,2026-07-03T13:14:04.573380+0000
quant-ph,"physical framework, point-like motions, quantum mechanics, angular momentum, particle spin","cat:quant-ph AND (all:""physical framework"" OR all:""point-like motions"" OR all:""quantum mechanics"" OR all:""angular momentum"" OR all:""particle spin"")",7,7,2026-07-03T13:14:09.272251+0000
quant-ph,"Hamiltonians, energy degeneracy, eigenstates, supersymmetric quantum mechanics","cat:quant-ph AND (all:""Hamiltonians"" OR all:""energy degeneracy"" OR all:""eigenstates"" OR all:""supersymmetric quantum mechanics"")",7,7,2026-07-03T13:14:14.808152+0000
quant-ph,"quasiprobability distribution, phase space, quantum-mechanical interference, Liouville density","cat:quant-ph AND (all:""quasiprobability distribution"" OR all:""phase space"" OR all:""quantum-mechanical interference"" OR all:""Liouville density"")",7,7,2026-07-03T13:14:22.258095+0000
quant-ph,"Wigner function, phase-space integral, Wigner transform, Moyal bracket, density matrix operator","cat:quant-ph AND (all:""Wigner function"" OR all:""phase-space integral"" OR all:""Wigner transform"" OR all:""Moyal bracket"" OR all:""density matrix operator"")",7,7,2026-07-03T13:14:26.792868+0000
quant-ph,"Ramsauer-Townsend effect, noble gas interaction, wave principle, electron scattering","cat:quant-ph AND (all:""Ramsauer-Townsend effect"" OR all:""noble gas interaction"" OR all:""wave principle"" OR all:""electron scattering"")",7,7,2026-07-03T13:14:31.627036+0000
quant-ph,"quantized eigenvalues, Heisenberg uncertainty principle, spin, tensorial operator, angular momentum","cat:quant-ph AND (all:""quantized eigenvalues"" OR all:""Heisenberg uncertainty principle"" OR all:""spin"" OR all:""tensorial operator"" OR all:""angular momentum"")",7,7,2026-07-03T13:14:36.561993+0000
quant-ph,"particle spin, Newton's second law, angular momentum, point-like motions","cat:quant-ph AND (all:""particle spin"" OR all:""Newton's second law"" OR all:""angular momentum"" OR all:""point-like motions"")",7,7,2026-07-03T13:14:41.386816+0000
quant-ph,"superposition principle, probability amplitudes, wave function, superposition principles, quantum state","cat:quant-ph AND (all:""superposition principle"" OR all:""probability amplitudes"" OR all:""wave function"" OR all:""superposition principles"" OR all:""quantum state"")",7,7,2026-07-03T13:14:46.060775+0000
quant-ph,"observable effects, particle physics, virtual particles, quantum field theory","cat:quant-ph AND (all:""observable effects"" OR all:""particle physics"" OR all:""virtual particles"" OR all:""quantum field theory"")",7,7,2026-07-03T13:14:51.232529+0000
quant-ph,"energy distribution, ultraviolet catastrophe, electromagnetic radiation, classical physics","cat:quant-ph AND (all:""energy distribution"" OR all:""ultraviolet catastrophe"" OR all:""electromagnetic radiation"" OR all:""classical physics"")",7,7,2026-07-03T13:14:55.765331+0000
quant-ph,"superconductivity, Planck constant, magnetic flux quantum, Josephson effect, SQUIDs","cat:quant-ph AND (all:""superconductivity"" OR all:""Planck constant"" OR all:""magnetic flux quantum"" OR all:""Josephson effect"" OR all:""SQUIDs"")",7,7,2026-07-03T13:15:00.367178+0000
math.MG,"degrees of freedom, mathematical dimension, intrinsic property, coordinate systems, extrinsic property","cat:math.MG AND (all:""degrees of freedom"" OR all:""mathematical dimension"" OR all:""intrinsic property"" OR all:""coordinate systems"" OR all:""extrinsic property"")",37,37,2026-07-03T13:15:04.930639+0000
math.MG,"degrees of freedom, mathematical dimension, independent parameters, spatial embedding, extrinsic property","cat:math.MG AND (all:""degrees of freedom"" OR all:""mathematical dimension"" OR all:""independent parameters"" OR all:""spatial embedding"" OR all:""extrinsic property"")",37,25,2026-07-03T13:15:09.031886+0000
math.MG,"geometric shapes, regular polytope, geometric symmetry, symmetry group, flag-transitivity","cat:math.MG AND (all:""geometric shapes"" OR all:""regular polytope"" OR all:""geometric symmetry"" OR all:""symmetry group"" OR all:""flag-transitivity"")",37,37,2026-07-03T13:15:14.391322+0000
math.MG,"hyperbolic plane, isogonal, vertex-transitive, tessellation, uniform tiling","cat:math.MG AND (all:""hyperbolic plane"" OR all:""isogonal"" OR all:""vertex-transitive"" OR all:""tessellation"" OR all:""uniform tiling"")",37,37,2026-07-03T13:15:19.126949+0000
math.AG,"rational normal curve, projective transformations, group isomorphism, isomorphic groups, Hesse's principle of transfer","cat:math.AG AND (all:""rational normal curve"" OR all:""projective transformations"" OR all:""group isomorphism"" OR all:""isomorphic groups"" OR all:""Hesse's principle of transfer"")",150,150,2026-07-03T13:15:28.516952+0000
physics.chem-ph,"permutation-inversion groups, symmetry operations, molecular geometry, identical nuclei, center of mass","cat:physics.chem-ph AND (all:""permutation-inversion groups"" OR all:""symmetry operations"" OR all:""molecular geometry"" OR all:""identical nuclei"" OR all:""center of mass"")",15,15,2026-07-03T13:15:33.694083+0000
physics.chem-ph,"identity operation, point group theory, molecular geometry, symmetry groups","cat:physics.chem-ph AND (all:""identity operation"" OR all:""point group theory"" OR all:""molecular geometry"" OR all:""symmetry groups"")",15,15,2026-07-03T13:15:38.405541+0000
physics.chem-ph,"center of inversion, identity operation, symmetry groups, plane of symmetry, inversion center","cat:physics.chem-ph AND (all:""center of inversion"" OR all:""identity operation"" OR all:""symmetry groups"" OR all:""plane of symmetry"" OR all:""inversion center"")",15,15,2026-07-03T13:15:43.046492+0000
physics.chem-ph,"interstellar chemistry, organic molecules, Stardust mission, molecular ices, cometary chemistry","cat:physics.chem-ph AND (all:""interstellar chemistry"" OR all:""organic molecules"" OR all:""Stardust mission"" OR all:""molecular ices"" OR all:""cometary chemistry"")",15,15,2026-07-03T13:15:47.656913+0000
physics.chem-ph,"molecular eigenvalues, electromagnetic Hamiltonian, symmetry labels, parity operation","cat:physics.chem-ph AND (all:""molecular eigenvalues"" OR all:""electromagnetic Hamiltonian"" OR all:""symmetry labels"" OR all:""parity operation"")",15,3,2026-07-03T13:15:51.404712+0000
physics.chem-ph,"NMR frequency, magnetic susceptibility, magnetic field distortion, Evans balance","cat:physics.chem-ph AND (all:""NMR frequency"" OR all:""magnetic susceptibility"" OR all:""magnetic field distortion"" OR all:""Evans balance"")",15,15,2026-07-03T13:15:55.554692+0000
physics.chem-ph,"NMR frequency, magnetic susceptibility, crystal susceptibility, magnetic field distortion, Evans balance","cat:physics.chem-ph AND (all:""NMR frequency"" OR all:""magnetic susceptibility"" OR all:""crystal susceptibility"" OR all:""magnetic field distortion"" OR all:""Evans balance"")",15,15,2026-07-03T13:16:00.065392+0000
physics.chem-ph,"crossover experiment, reaction mechanisms, intramolecular mechanisms, intermolecular pathways","cat:physics.chem-ph AND (all:""crossover experiment"" OR all:""reaction mechanisms"" OR all:""intramolecular mechanisms"" OR all:""intermolecular pathways"")",15,15,2026-07-03T13:16:05.009963+0000
physics.chem-ph,"crossover experiment, reaction mechanism analysis, intermolecular mechanism, intramolecular mechanism","cat:physics.chem-ph AND (all:""crossover experiment"" OR all:""reaction mechanism analysis"" OR all:""intermolecular mechanism"" OR all:""intramolecular mechanism"")",15,1,2026-07-03T13:16:08.612753+0000
