arxiv_category,keyword_group,query,requested_cap,n_fetched,timestamp
cond-mat.stat-mech,"isolated system, inhomogeneous physical framework, internal state, thermodynamic operation, subframeworks","cat:cond-mat.stat-mech AND (all:""isolated system"" OR all:""inhomogeneous physical framework"" OR all:""internal state"" OR all:""thermodynamic operation"" OR all:""subframeworks"")",8,8,2026-07-02T10:52:51.206090+0000
cond-mat.stat-mech,"grey bodies, emissivity, Stefan-Boltzmann law, radiative behavior, black-body radiation","cat:cond-mat.stat-mech AND (all:""grey bodies"" OR all:""emissivity"" OR all:""Stefan-Boltzmann law"" OR all:""radiative behavior"" OR all:""black-body radiation"")",8,8,2026-07-02T10:52:57.343806+0000
cond-mat.stat-mech,"internal state, thermodynamic operation, inhomogeneous physical framework, substructure equilibrium","cat:cond-mat.stat-mech AND (all:""internal state"" OR all:""thermodynamic operation"" OR all:""inhomogeneous physical framework"" OR all:""substructure equilibrium"")",8,8,2026-07-02T10:53:02.895620+0000
cond-mat.stat-mech,"pressure drop, adiabatic flow, refrigeration cycle, fluid dynamics, throttling process, flow resistance","cat:cond-mat.stat-mech AND (all:""pressure drop"" OR all:""adiabatic flow"" OR all:""refrigeration cycle"" OR all:""fluid dynamics"" OR all:""throttling process"" OR all:""flow resistance"")",8,8,2026-07-02T10:53:08.212307+0000
cond-mat.stat-mech,"quasi-static process, thermal reservoirs, Carnot engine, heat engine efficiency","cat:cond-mat.stat-mech AND (all:""quasi-static process"" OR all:""thermal reservoirs"" OR all:""Carnot engine"" OR all:""heat engine efficiency"")",8,8,2026-07-02T10:53:12.848404+0000
cond-mat.stat-mech,"heat transfer, surface properties, radiative heat transfer, emissivity, thermal radiation","cat:cond-mat.stat-mech AND (all:""heat transfer"" OR all:""surface properties"" OR all:""radiative heat transfer"" OR all:""emissivity"" OR all:""thermal radiation"")",8,8,2026-07-02T10:53:18.003539+0000
cond-mat.stat-mech,"surface phenomena, non-volatile materials, particle dynamics, reactive Leidenfrost effect","cat:cond-mat.stat-mech AND (all:""surface phenomena"" OR all:""non-volatile materials"" OR all:""particle dynamics"" OR all:""reactive Leidenfrost effect"")",8,8,2026-07-02T10:53:22.680982+0000
cond-mat.stat-mech,"isolated system, submechanisms, inhomogeneous physical mechanism, internal state, thermodynamic operation","cat:cond-mat.stat-mech AND (all:""isolated system"" OR all:""submechanisms"" OR all:""inhomogeneous physical mechanism"" OR all:""internal state"" OR all:""thermodynamic operation"")",8,8,2026-07-02T10:53:27.928242+0000
cond-mat.stat-mech,"isolated systems, submechanisms, inhomogeneous physical mechanism, inhomogeneous physical framework, internal state, thermodynamic operation, substructures","cat:cond-mat.stat-mech AND (all:""isolated systems"" OR all:""submechanisms"" OR all:""inhomogeneous physical mechanism"" OR all:""inhomogeneous physical framework"" OR all:""internal state"" OR all:""thermodynamic operation"" OR all:""substructures"")",8,8,2026-07-02T10:53:33.009302+0000
cond-mat.stat-mech,"statistical mechanics, kinetic theory, entropy, Maxwell's Demon, second law of thermodynamics","cat:cond-mat.stat-mech AND (all:""statistical mechanics"" OR all:""kinetic theory"" OR all:""entropy"" OR all:""Maxwell's Demon"" OR all:""second law of thermodynamics"")",8,8,2026-07-02T10:53:38.045264+0000
cond-mat.stat-mech,"cyclic process, internal energy, heat energy interconversions, second law of thermodynamics, conservation of energy","cat:cond-mat.stat-mech AND (all:""cyclic process"" OR all:""internal energy"" OR all:""heat energy interconversions"" OR all:""second law of thermodynamics"" OR all:""conservation of energy"")",8,8,2026-07-02T10:53:43.301140+0000
cond-mat.stat-mech,"dynamic scaling, time-dependent snapshots, time-dependent frameworks, time-dependent evolution, stochastic variables, self-similar mechanisms","cat:cond-mat.stat-mech AND (all:""dynamic scaling"" OR all:""time-dependent snapshots"" OR all:""time-dependent frameworks"" OR all:""time-dependent evolution"" OR all:""stochastic variables"" OR all:""self-similar mechanisms"")",8,8,2026-07-02T10:53:48.314488+0000
cond-mat.stat-mech,"dynamic scaling, stochastic variables, time-dependent evolution, self-similar systems","cat:cond-mat.stat-mech AND (all:""dynamic scaling"" OR all:""stochastic variables"" OR all:""time-dependent evolution"" OR all:""self-similar systems"")",8,8,2026-07-02T10:53:54.308254+0000
cond-mat.stat-mech,"dynamic scaling, time-dependent evolution, self-similar structures, stochastic variables, self-similar frameworks","cat:cond-mat.stat-mech AND (all:""dynamic scaling"" OR all:""time-dependent evolution"" OR all:""self-similar structures"" OR all:""stochastic variables"" OR all:""self-similar frameworks"")",8,8,2026-07-02T10:53:59.458236+0000
hep-ph,"early universe, baryogenesis, matter asymmetry, quark-antiquark pairs","cat:hep-ph AND (all:""early universe"" OR all:""baryogenesis"" OR all:""matter asymmetry"" OR all:""quark-antiquark pairs"")",16,16,2026-07-02T10:54:04.177116+0000
hep-ph,"quarks, antiquarks, particle density, quantum chromodynamics, chemical potential","cat:hep-ph AND (all:""quarks"" OR all:""antiquarks"" OR all:""particle density"" OR all:""quantum chromodynamics"" OR all:""chemical potential"")",16,16,2026-07-02T10:54:10.809236+0000
hep-ph,"early universe, baryogenesis, quark-antiquark pairs, matter-antimatter asymmetry, baryon asymmetry","cat:hep-ph AND (all:""early universe"" OR all:""baryogenesis"" OR all:""quark-antiquark pairs"" OR all:""matter-antimatter asymmetry"" OR all:""baryon asymmetry"")",16,16,2026-07-02T10:54:16.780747+0000
hep-ph,"mass generation, elementary particles, Higgs boson, gauge bosons, Standard Model","cat:hep-ph AND (all:""mass generation"" OR all:""elementary particles"" OR all:""Higgs boson"" OR all:""gauge bosons"" OR all:""Standard Model"")",16,16,2026-07-02T10:54:24.577803+0000
hep-ph,"proximity-focusing, photon detector plane, Cherenkov radiation, Cherenkov emission, RICH detector","cat:hep-ph AND (all:""proximity-focusing"" OR all:""photon detector plane"" OR all:""Cherenkov radiation"" OR all:""Cherenkov emission"" OR all:""RICH detector"")",16,16,2026-07-02T10:54:30.754830+0000
hep-ph,"magnetic monopole, electromagnetism, elementary particle, isolated magnetic pole","cat:hep-ph AND (all:""magnetic monopole"" OR all:""electromagnetism"" OR all:""elementary particle"" OR all:""isolated magnetic pole"")",16,16,2026-07-02T10:54:36.402667+0000
hep-ph,"CP symmetry, weak interactions, Nobel Prize physics, Kobayashi-Maskawa matrix, Standard Model","cat:hep-ph AND (all:""CP symmetry"" OR all:""weak interactions"" OR all:""Nobel Prize physics"" OR all:""Kobayashi-Maskawa matrix"" OR all:""Standard Model"")",16,16,2026-07-02T10:54:43.589519+0000
hep-ph,"noble liquid detectors, interaction cross section, dark matter experiments, dark matter detection, scintillation, cryogenic detectors","cat:hep-ph AND (all:""noble liquid detectors"" OR all:""interaction cross section"" OR all:""dark matter experiments"" OR all:""dark matter detection"" OR all:""scintillation"" OR all:""cryogenic detectors"")",16,16,2026-07-02T10:54:50.299812+0000
hep-ph,"baryon structure, color charges, quark-diquark models, effective supersymmetry","cat:hep-ph AND (all:""baryon structure"" OR all:""color charges"" OR all:""quark-diquark models"" OR all:""effective supersymmetry"")",16,16,2026-07-02T10:54:55.716254+0000
astro-ph.SR,"molecular clouds, internal pressure, stellar formation, interstellar medium, gravitational collapse","cat:astro-ph.SR AND (all:""molecular clouds"" OR all:""internal pressure"" OR all:""stellar formation"" OR all:""interstellar medium"" OR all:""gravitational collapse"")",7,7,2026-07-02T10:55:01.621968+0000
astro-ph.SR,"energy shifts, radiation field, blueshifting, redshifting, light-matter interactions","cat:astro-ph.SR AND (all:""energy shifts"" OR all:""radiation field"" OR all:""blueshifting"" OR all:""redshifting"" OR all:""light-matter interactions"")",7,7,2026-07-02T10:55:06.805668+0000
astro-ph.SR,"cosmic rays, galactic gas, ionic and molecular matter, interstellar medium","cat:astro-ph.SR AND (all:""cosmic rays"" OR all:""galactic gas"" OR all:""ionic and molecular matter"" OR all:""interstellar medium"")",7,7,2026-07-02T10:55:12.449026+0000
astro-ph.SR,"celestial mechanics, Roche limit, tidal forces, gravitational disintegration, orbital mechanics, orbital dynamics","cat:astro-ph.SR AND (all:""celestial mechanics"" OR all:""Roche limit"" OR all:""tidal forces"" OR all:""gravitational disintegration"" OR all:""orbital mechanics"" OR all:""orbital dynamics"")",7,7,2026-07-02T10:55:16.950328+0000
astro-ph.SR,"Crab pulsar, neutron star model, compact objects, pulsar astronomy, stellar evolution, rotating neutron star","cat:astro-ph.SR AND (all:""Crab pulsar"" OR all:""neutron star model"" OR all:""compact objects"" OR all:""pulsar astronomy"" OR all:""stellar evolution"" OR all:""rotating neutron star"")",7,7,2026-07-02T10:55:21.949036+0000
astro-ph.SR,"ionic gas, galactic matter, cosmic rays, galactic framework, interstellar medium","cat:astro-ph.SR AND (all:""ionic gas"" OR all:""galactic matter"" OR all:""cosmic rays"" OR all:""galactic framework"" OR all:""interstellar medium"")",7,7,2026-07-02T10:55:26.459619+0000
astro-ph.SR,"stellar velocity, Doppler effect, redshift, observational astronomy, astronomical observation","cat:astro-ph.SR AND (all:""stellar velocity"" OR all:""Doppler effect"" OR all:""redshift"" OR all:""observational astronomy"" OR all:""astronomical observation"")",7,7,2026-07-02T10:55:32.841288+0000
astro-ph.SR,"astronomical measurements, stellar magnitude, apparent brightness, astronomical measurement, logarithmic scale","cat:astro-ph.SR AND (all:""astronomical measurements"" OR all:""stellar magnitude"" OR all:""apparent brightness"" OR all:""astronomical measurement"" OR all:""logarithmic scale"")",7,7,2026-07-02T10:55:40.258117+0000
astro-ph.SR,"Modified Newtonian Dynamics, baryonic mass, velocity dispersions, galaxy clusters","cat:astro-ph.SR AND (all:""Modified Newtonian Dynamics"" OR all:""baryonic mass"" OR all:""velocity dispersions"" OR all:""galaxy clusters"")",7,7,2026-07-02T10:55:45.769523+0000
astro-ph.SR,"light travel time, celestial observation, orbital mechanics, light-travel time, planetary motion","cat:astro-ph.SR AND (all:""light travel time"" OR all:""celestial observation"" OR all:""orbital mechanics"" OR all:""light-travel time"" OR all:""planetary motion"")",7,7,2026-07-02T10:55:50.669957+0000
astro-ph.SR,"ionic gas, cosmic rays, interstellar medium, galactic structures, intergalactic space","cat:astro-ph.SR AND (all:""ionic gas"" OR all:""cosmic rays"" OR all:""interstellar medium"" OR all:""galactic structures"" OR all:""intergalactic space"")",7,7,2026-07-02T10:55:55.856451+0000
astro-ph.SR,"Preon stars, WIMPs, MACHOs, axions, cold dark matter","cat:astro-ph.SR AND (all:""Preon stars"" OR all:""WIMPs"" OR all:""MACHOs"" OR all:""axions"" OR all:""cold dark matter"")",7,7,2026-07-02T10:56:00.550783+0000
astro-ph.SR,"Penrose process, black hole dynamics, rotational energy, ergosphere","cat:astro-ph.SR AND (all:""Penrose process"" OR all:""black hole dynamics"" OR all:""rotational energy"" OR all:""ergosphere"")",7,7,2026-07-02T10:56:06.584501+0000
astro-ph.SR,"hydrostatic equilibrium, molecular clouds, stellar formation, gravitational collapse","cat:astro-ph.SR AND (all:""hydrostatic equilibrium"" OR all:""molecular clouds"" OR all:""stellar formation"" OR all:""gravitational collapse"")",7,7,2026-07-02T10:56:11.407552+0000
astro-ph.SR,"stellar evolution, stellar composition, metallicity, Kapteyn's star, solar abundance","cat:astro-ph.SR AND (all:""stellar evolution"" OR all:""stellar composition"" OR all:""metallicity"" OR all:""Kapteyn's star"" OR all:""solar abundance"")",7,7,2026-07-02T10:56:17.171676+0000
astro-ph.SR,"supermassive black hole, solar mass, Sagittarius A*, stellar orbits, orbital mechanics, solar masses","cat:astro-ph.SR AND (all:""supermassive black hole"" OR all:""solar mass"" OR all:""Sagittarius A*"" OR all:""stellar orbits"" OR all:""orbital mechanics"" OR all:""solar masses"")",7,7,2026-07-02T10:56:22.777951+0000
astro-ph.SR,"LIGO, parallel analysis, gravitational waves, binary black holes, Einstein@Home, distributed computing","cat:astro-ph.SR AND (all:""LIGO"" OR all:""parallel analysis"" OR all:""gravitational waves"" OR all:""binary black holes"" OR all:""Einstein@Home"" OR all:""distributed computing"")",7,7,2026-07-02T10:56:28.605728+0000
astro-ph.SR,"synchrotron emission, supernova remnants, high-velocity electrons, ionized gas, non-thermal emission, magnetic fields","cat:astro-ph.SR AND (all:""synchrotron emission"" OR all:""supernova remnants"" OR all:""high-velocity electrons"" OR all:""ionized gas"" OR all:""non-thermal emission"" OR all:""magnetic fields"")",7,7,2026-07-02T10:56:33.218982+0000
astro-ph.SR,"stellar luminosity, Hertzsprung-Russell diagram, stellar evolution, dwarf stars, main sequence","cat:astro-ph.SR AND (all:""stellar luminosity"" OR all:""Hertzsprung-Russell diagram"" OR all:""stellar evolution"" OR all:""dwarf stars"" OR all:""main sequence"")",7,7,2026-07-02T10:56:37.889045+0000
astro-ph.SR,"substellar mass, Class L dwarfs, metal hydrides, hydrogen fusion, brown dwarfs","cat:astro-ph.SR AND (all:""substellar mass"" OR all:""Class L dwarfs"" OR all:""metal hydrides"" OR all:""hydrogen fusion"" OR all:""brown dwarfs"")",7,7,2026-07-02T10:56:42.995804+0000
quant-ph,"wave function, Hilbert space, quantum framework, complex vector space, quantum state vector","cat:quant-ph AND (all:""wave function"" OR all:""Hilbert space"" OR all:""quantum framework"" OR all:""complex vector space"" OR all:""quantum state vector"")",7,7,2026-07-02T10:56:49.404482+0000
quant-ph,"quantum mechanical structure, Hilbert space, quantum mechanics, complex vector space, state vector","cat:quant-ph AND (all:""quantum mechanical structure"" OR all:""Hilbert space"" OR all:""quantum mechanics"" OR all:""complex vector space"" OR all:""state vector"")",7,7,2026-07-02T10:56:54.122255+0000
quant-ph,"Hamiltonians, partner Hamiltonians, energy spectra, eigenstates, supersymmetric quantum mechanics","cat:quant-ph AND (all:""Hamiltonians"" OR all:""partner Hamiltonians"" OR all:""energy spectra"" OR all:""eigenstates"" OR all:""supersymmetric quantum mechanics"")",7,7,2026-07-02T10:56:58.537031+0000
quant-ph,"noble gas, wave framework, Ramsauer-Townsend effect, wave principle, electron scattering, quantum mechanics","cat:quant-ph AND (all:""noble gas"" OR all:""wave framework"" OR all:""Ramsauer-Townsend effect"" OR all:""wave principle"" OR all:""electron scattering"" OR all:""quantum mechanics"")",7,7,2026-07-02T10:57:03.171730+0000
quant-ph,"linear momentum, quantum framework, particle spin, angular momentum, quantum dynamics","cat:quant-ph AND (all:""linear momentum"" OR all:""quantum framework"" OR all:""particle spin"" OR all:""angular momentum"" OR all:""quantum dynamics"")",7,7,2026-07-02T10:57:08.033052+0000
quant-ph,"quantum mechanical mechanism, Hilbert space, quantum framework, complex vector space, state vector","cat:quant-ph AND (all:""quantum mechanical mechanism"" OR all:""Hilbert space"" OR all:""quantum framework"" OR all:""complex vector space"" OR all:""state vector"")",7,7,2026-07-02T10:57:12.655630+0000
quant-ph,"wave framework, Ramsauer-Townsend effect, noble gas interaction, wave theory, electron scattering","cat:quant-ph AND (all:""wave framework"" OR all:""Ramsauer-Townsend effect"" OR all:""noble gas interaction"" OR all:""wave theory"" OR all:""electron scattering"")",7,7,2026-07-02T10:57:17.365643+0000
quant-ph,"quantum mechanical framework, Hilbert space, complex vector space, state vector, quantum state","cat:quant-ph AND (all:""quantum mechanical framework"" OR all:""Hilbert space"" OR all:""complex vector space"" OR all:""state vector"" OR all:""quantum state"")",7,7,2026-07-02T10:57:22.077503+0000
quant-ph,"probability amplitudes, wave function, classical analogy, quantum state","cat:quant-ph AND (all:""probability amplitudes"" OR all:""wave function"" OR all:""classical analogy"" OR all:""quantum state"")",7,7,2026-07-02T10:57:27.032470+0000
quant-ph,"physical framework, linear momentum, quantum mechanics, particle spin, angular momentum, point-like motions","cat:quant-ph AND (all:""physical framework"" OR all:""linear momentum"" OR all:""quantum mechanics"" OR all:""particle spin"" OR all:""angular momentum"" OR all:""point-like motions"")",7,7,2026-07-02T10:57:31.842537+0000
quant-ph,"Hamiltonians, energy degeneracy, eigenstates, supersymmetric quantum mechanics","cat:quant-ph AND (all:""Hamiltonians"" OR all:""energy degeneracy"" OR all:""eigenstates"" OR all:""supersymmetric quantum mechanics"")",7,7,2026-07-02T10:57:36.204112+0000
quant-ph,"quasiprobability distribution, phase space, quantum-mechanical interference, Liouville density","cat:quant-ph AND (all:""quasiprobability distribution"" OR all:""phase space"" OR all:""quantum-mechanical interference"" OR all:""Liouville density"")",7,7,2026-07-02T10:57:40.537464+0000
quant-ph,"Wigner function, phase-space integral, Wigner transform, Moyal bracket, density matrix operator","cat:quant-ph AND (all:""Wigner function"" OR all:""phase-space integral"" OR all:""Wigner transform"" OR all:""Moyal bracket"" OR all:""density matrix operator"")",7,7,2026-07-02T10:57:45.180290+0000
quant-ph,"Ramsauer-Townsend effect, noble gas interaction, wave principle, electron scattering","cat:quant-ph AND (all:""Ramsauer-Townsend effect"" OR all:""noble gas interaction"" OR all:""wave principle"" OR all:""electron scattering"")",7,7,2026-07-02T10:57:49.615713+0000
quant-ph,"quantized eigenvalues, Heisenberg uncertainty principle, spin, tensorial operator, angular momentum","cat:quant-ph AND (all:""quantized eigenvalues"" OR all:""Heisenberg uncertainty principle"" OR all:""spin"" OR all:""tensorial operator"" OR all:""angular momentum"")",7,7,2026-07-02T10:57:54.184891+0000
quant-ph,"particle spin, Newton's second law, angular momentum, point-like motions","cat:quant-ph AND (all:""particle spin"" OR all:""Newton's second law"" OR all:""angular momentum"" OR all:""point-like motions"")",7,7,2026-07-02T10:57:59.866659+0000
quant-ph,"superposition principle, probability amplitudes, wave function, superposition principles, quantum state","cat:quant-ph AND (all:""superposition principle"" OR all:""probability amplitudes"" OR all:""wave function"" OR all:""superposition principles"" OR all:""quantum state"")",7,7,2026-07-02T10:58:04.743572+0000
quant-ph,"observable effects, particle physics, virtual particles, quantum field theory","cat:quant-ph AND (all:""observable effects"" OR all:""particle physics"" OR all:""virtual particles"" OR all:""quantum field theory"")",7,7,2026-07-02T10:58:09.568958+0000
quant-ph,"energy distribution, ultraviolet catastrophe, electromagnetic radiation, classical physics","cat:quant-ph AND (all:""energy distribution"" OR all:""ultraviolet catastrophe"" OR all:""electromagnetic radiation"" OR all:""classical physics"")",7,7,2026-07-02T10:58:14.013172+0000
quant-ph,"superconductivity, Planck constant, magnetic flux quantum, Josephson effect, SQUIDs","cat:quant-ph AND (all:""superconductivity"" OR all:""Planck constant"" OR all:""magnetic flux quantum"" OR all:""Josephson effect"" OR all:""SQUIDs"")",7,7,2026-07-02T10:58:18.842653+0000
math.MG,"degrees of freedom, mathematical dimension, intrinsic property, coordinate systems, extrinsic property","cat:math.MG AND (all:""degrees of freedom"" OR all:""mathematical dimension"" OR all:""intrinsic property"" OR all:""coordinate systems"" OR all:""extrinsic property"")",37,37,2026-07-02T10:58:22.936765+0000
math.MG,"degrees of freedom, mathematical dimension, independent parameters, spatial embedding, extrinsic property","cat:math.MG AND (all:""degrees of freedom"" OR all:""mathematical dimension"" OR all:""independent parameters"" OR all:""spatial embedding"" OR all:""extrinsic property"")",37,25,2026-07-02T10:58:27.125041+0000
math.MG,"geometric shapes, regular polytope, geometric symmetry, symmetry group, flag-transitivity","cat:math.MG AND (all:""geometric shapes"" OR all:""regular polytope"" OR all:""geometric symmetry"" OR all:""symmetry group"" OR all:""flag-transitivity"")",37,37,2026-07-02T10:58:31.771181+0000
math.MG,"hyperbolic plane, isogonal, vertex-transitive, tessellation, uniform tiling","cat:math.MG AND (all:""hyperbolic plane"" OR all:""isogonal"" OR all:""vertex-transitive"" OR all:""tessellation"" OR all:""uniform tiling"")",37,37,2026-07-02T10:58:36.676920+0000
math.AG,"rational normal curve, projective transformations, group isomorphism, isomorphic groups, Hesse's principle of transfer","cat:math.AG AND (all:""rational normal curve"" OR all:""projective transformations"" OR all:""group isomorphism"" OR all:""isomorphic groups"" OR all:""Hesse's principle of transfer"")",100,100,2026-07-02T10:58:46.500516+0000
physics.chem-ph,"molecular geometry, identical nuclei, center of mass, molecular rotation, permutation-inversion groups, symmetry operations","cat:physics.chem-ph AND (all:""molecular geometry"" OR all:""identical nuclei"" OR all:""center of mass"" OR all:""molecular rotation"" OR all:""permutation-inversion groups"" OR all:""symmetry operations"")",15,15,2026-07-02T10:58:52.250193+0000
physics.chem-ph,"identity operation, point group theory, molecular geometry, symmetry groups","cat:physics.chem-ph AND (all:""identity operation"" OR all:""point group theory"" OR all:""molecular geometry"" OR all:""symmetry groups"")",15,15,2026-07-02T10:58:57.960622+0000
physics.chem-ph,"identity operation, center of inversion, inversion center, symmetry groups, plane of symmetry, center of mass","cat:physics.chem-ph AND (all:""identity operation"" OR all:""center of inversion"" OR all:""inversion center"" OR all:""symmetry groups"" OR all:""plane of symmetry"" OR all:""center of mass"")",15,15,2026-07-02T10:59:02.836216+0000
physics.chem-ph,"organic molecules, Stardust mission, molecular ices, interstellar ices, cometary chemistry, interstellar chemistry","cat:physics.chem-ph AND (all:""organic molecules"" OR all:""Stardust mission"" OR all:""molecular ices"" OR all:""interstellar ices"" OR all:""cometary chemistry"" OR all:""interstellar chemistry"")",15,15,2026-07-02T10:59:07.578613+0000
physics.chem-ph,"molecular eigenvalues, electromagnetic Hamiltonian, symmetry labels, parity operation","cat:physics.chem-ph AND (all:""molecular eigenvalues"" OR all:""electromagnetic Hamiltonian"" OR all:""symmetry labels"" OR all:""parity operation"")",15,3,2026-07-02T10:59:11.143156+0000
physics.chem-ph,"NMR frequency, magnetic susceptibility, magnetic field distortion, Evans balance","cat:physics.chem-ph AND (all:""NMR frequency"" OR all:""magnetic susceptibility"" OR all:""magnetic field distortion"" OR all:""Evans balance"")",15,15,2026-07-02T10:59:15.487956+0000
physics.chem-ph,"NMR frequency, magnetic susceptibility, crystal susceptibility, magnetic field distortion, Evans balance","cat:physics.chem-ph AND (all:""NMR frequency"" OR all:""magnetic susceptibility"" OR all:""crystal susceptibility"" OR all:""magnetic field distortion"" OR all:""Evans balance"")",15,15,2026-07-02T10:59:20.404096+0000
physics.chem-ph,"crossover experiment, reaction mechanisms, intramolecular mechanisms, intermolecular pathways","cat:physics.chem-ph AND (all:""crossover experiment"" OR all:""reaction mechanisms"" OR all:""intramolecular mechanisms"" OR all:""intermolecular pathways"")",15,15,2026-07-02T10:59:24.954537+0000
physics.chem-ph,"crossover experiment, reaction mechanism analysis, intermolecular mechanism, intramolecular mechanism","cat:physics.chem-ph AND (all:""crossover experiment"" OR all:""reaction mechanism analysis"" OR all:""intermolecular mechanism"" OR all:""intramolecular mechanism"")",15,1,2026-07-02T10:59:28.551367+0000
physics.chem-ph,"intermolecular mechanism, crossover experiment, reaction mechanisms, reaction kinetics, intramolecular mechanism","cat:physics.chem-ph AND (all:""intermolecular mechanism"" OR all:""crossover experiment"" OR all:""reaction mechanisms"" OR all:""reaction kinetics"" OR all:""intramolecular mechanism"")",15,15,2026-07-02T10:59:32.984610+0000
math.HO,"group principle, projective geometry, Erlangen program, Felix Klein","cat:math.HO AND (all:""group principle"" OR all:""projective geometry"" OR all:""Erlangen program"" OR all:""Felix Klein"")",75,40,2026-07-02T10:59:36.921920+0000
math.HO,"geometric characterization, projective geometry, group framework, Erlangen program, Felix Klein, group theory","cat:math.HO AND (all:""geometric characterization"" OR all:""projective geometry"" OR all:""group framework"" OR all:""Erlangen program"" OR all:""Felix Klein"" OR all:""group theory"")",75,75,2026-07-02T10:59:42.333205+0000
math.LO,"deductive rules, proof framework, formal framework, axioms, theorems","cat:math.LO AND (all:""deductive rules"" OR all:""proof framework"" OR all:""formal framework"" OR all:""axioms"" OR all:""theorems"")",37,37,2026-07-02T10:59:47.351237+0000
math.LO,"proof principle, deductive rules, formal principle, theorem derivation, axioms","cat:math.LO AND (all:""proof principle"" OR all:""deductive rules"" OR all:""formal principle"" OR all:""theorem derivation"" OR all:""axioms"")",37,37,2026-07-02T10:59:51.751950+0000
math.LO,"proof principle, deductive rules, proof concept, theorem derivation, formal concept, formal framework, axioms","cat:math.LO AND (all:""proof principle"" OR all:""deductive rules"" OR all:""proof concept"" OR all:""theorem derivation"" OR all:""formal concept"" OR all:""formal framework"" OR all:""axioms"")",37,37,2026-07-02T10:59:56.552178+0000
math.LO,"proof principle, deductive rules, formal concept, axioms, theorems","cat:math.LO AND (all:""proof principle"" OR all:""deductive rules"" OR all:""formal concept"" OR all:""axioms"" OR all:""theorems"")",37,37,2026-07-02T11:00:02.236733+0000
nlin.CD,"butterfly effect, dynamical systems, sensitive dependence, initial conditions","cat:nlin.CD AND (all:""butterfly effect"" OR all:""dynamical systems"" OR all:""sensitive dependence"" OR all:""initial conditions"")",75,75,2026-07-02T11:00:07.795087+0000
nlin.CD,"butterfly effect, INUS conditions, unstable equilibrium, Newtonian physics, distributed causality","cat:nlin.CD AND (all:""butterfly effect"" OR all:""INUS conditions"" OR all:""unstable equilibrium"" OR all:""Newtonian physics"" OR all:""distributed causality"")",75,38,2026-07-02T11:00:12.106247+0000
q-bio.PE,"mutualistic symbiosis, myrmecophytes, mycorrhiza, coevolutionary dynamics","cat:q-bio.PE AND (all:""mutualistic symbiosis"" OR all:""myrmecophytes"" OR all:""mycorrhiza"" OR all:""coevolutionary dynamics"")",100,27,2026-07-02T11:00:15.983973+0000
nucl-ex,"high-voltage transformer, particle kinetic energies, heavy-ion fusion, accelerator-based light-ion fusion","cat:nucl-ex AND (all:""high-voltage transformer"" OR all:""particle kinetic energies"" OR all:""heavy-ion fusion"" OR all:""accelerator-based light-ion fusion"")",30,30,2026-07-02T11:00:20.865474+0000
nucl-ex,"particle kinetic energy, high-voltage transformer, light-ion fusion, accelerator-based fusion","cat:nucl-ex AND (all:""particle kinetic energy"" OR all:""high-voltage transformer"" OR all:""light-ion fusion"" OR all:""accelerator-based fusion"")",30,6,2026-07-02T11:00:24.670083+0000
nucl-ex,"nuclear transmutation, free neutron decay, mass defect, decay energy","cat:nucl-ex AND (all:""nuclear transmutation"" OR all:""free neutron decay"" OR all:""mass defect"" OR all:""decay energy"")",30,30,2026-07-02T11:00:29.501493+0000
nucl-ex,"nuclear transmutation, beta decay, free neutron decay, MeV units, decay energy","cat:nucl-ex AND (all:""nuclear transmutation"" OR all:""beta decay"" OR all:""free neutron decay"" OR all:""MeV units"" OR all:""decay energy"")",30,30,2026-07-02T11:00:34.576660+0000
nucl-ex,"rarefaction, nuclear detonation, atmospheric physics, transient condensation cloud, Wilson cloud, transient condensation","cat:nucl-ex AND (all:""rarefaction"" OR all:""nuclear detonation"" OR all:""atmospheric physics"" OR all:""transient condensation cloud"" OR all:""Wilson cloud"" OR all:""transient condensation"")",30,9,2026-07-02T11:00:38.803886+0000
physics.med-ph,"superconducting quantum interference devices, magnetization measurement, T1 relaxation, magnetization, Larmor precession, ultra-low field MRI","cat:physics.med-ph AND (all:""superconducting quantum interference devices"" OR all:""magnetization measurement"" OR all:""T1 relaxation"" OR all:""magnetization"" OR all:""Larmor precession"" OR all:""ultra-low field MRI"")",100,100,2026-07-02T11:00:55.467169+0000
physics.optics,"Fresnel equations, circular polarization, wave optics, total internal reflection","cat:physics.optics AND (all:""Fresnel equations"" OR all:""circular polarization"" OR all:""wave optics"" OR all:""total internal reflection"")",10,10,2026-07-02T11:01:01.036402+0000
physics.optics,"principle of least time, law of refraction, Fermat's principle, optical density","cat:physics.optics AND (all:""principle of least time"" OR all:""law of refraction"" OR all:""Fermat's principle"" OR all:""optical density"")",10,10,2026-07-02T11:01:06.811851+0000
physics.optics,"wave theory of light, corpuscular theory, rectilinear propagation, critical angle, Newton's optics","cat:physics.optics AND (all:""wave theory of light"" OR all:""corpuscular theory"" OR all:""rectilinear propagation"" OR all:""critical angle"" OR all:""Newton's optics"")",10,10,2026-07-02T11:01:12.904469+0000
physics.optics,"temperature gradient, light absorption, particle migration, indirect photophoresis, thermophoresis","cat:physics.optics AND (all:""temperature gradient"" OR all:""light absorption"" OR all:""particle migration"" OR all:""indirect photophoresis"" OR all:""thermophoresis"")",10,10,2026-07-02T11:01:18.240525+0000
