cluster,exemplar_type,rank,distance_to_centroid,id,prompt,combined_text,label
39,closest,1,0.11565697938203812,217,Determine the correct option: Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?,"Question: Determine the correct option: Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?
A) Maxwell
B) Einstein
C) Galileo
D) Faraday
E) Newton",A
39,furthest,1,0.3024561405181885,1768,Which of the following is correct? Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?,"Question: Which of the following is correct? Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?
A) Maxwell
B) Einstein
C) Galileo
D) Faraday
E) Newton",A
40,closest,1,0.12867718935012817,1792,Which of the following is correct? Who was the first person to describe the pulmonary circulation framework? from the following choices.,"Question: Which of the following is correct? Who was the first person to describe the pulmonary circulation framework? from the following choices.
A) Galen
B) Avicenna
C) Hippocrates
D) Aristotle
E) Ibn al-Nafis",E
40,furthest,1,0.541087806224823,1361,Identify the correct statement: Who was the first person to describe the pulmonary circulation framework? based on the given context.,"Question: Identify the correct statement: Who was the first person to describe the pulmonary circulation framework? based on the given context.
A) Galen
B) Avicenna
C) Hippocrates
D) Aristotle
E) Ibn al-Nafis",E
41,closest,1,0.08807951211929321,1958,"What is the meaning of the term ""horror vacui""?","Question: What is the meaning of the term ""horror vacui""?
A) The quantified extension of volume in empty space.
B) The commonly held view that nature abhorred a vacuum.
C) The medieval thought experiment into the idea of a vacuum.
D) The success of Descartes' namesake coordinate system.
E) The spatial-corporeal component of Descartes' metaphysics.",B
41,furthest,1,0.5378232598304749,1389,"Select the most accurate option: What is the meaning of the term ""horror vacui""? based on the given context.","Question: Select the most accurate option: What is the meaning of the term ""horror vacui""? based on the given context.
A) The quantified extension of volume in empty space.
B) The commonly held view that nature abhorred a vacuum.
C) The medieval thought experiment into the idea of a vacuum.
D) The success of Descartes' namesake coordinate framework.
E) The spatial-corporeal component of Descartes' metaphysics.",B
42,closest,1,0.017823169007897377,1766,Determine the correct option: What was Isaac Newton's explanation for rectilinear propagation of light? among the listed options.,"Question: Determine the correct option: What was Isaac Newton's explanation for rectilinear propagation of light? among the listed options.
A) Isaac Newton rejected the wave framework of light and proposed that light consists of corpuscles that are subject to a force acting parallel to the interface. In this model, the critical angle was the angle of incidence at which the normal velocity of the approaching corpuscle was just enough to reach the far side of the force field; at more oblique incidence, the corpuscle would be turned back.
B) Isaac Newton rejected the wave concept of light and proposed that light consists of corpuscles that are subject to a force acting perpendicular to the interface. In this model, the critical angle was the angle of incidence at which the normal velocity of the approaching corpuscle was just enough to reach the near side of the force field; at more oblique incidence, the corpuscle would be turned back.
C) Isaac Newton accepted the wave framework of light and proposed that light consists of transverse waves that are subject to a force acting perpendicular to the interface. In this model, the critical angle was the angle of incidence at which the normal velocity of the approaching wave was just enough to reach the far side of the force field; at more oblique incidence, the wave would be turned back.
D) Isaac Newton rejected the wave concept of light and proposed that light consists of corpuscles that are subject to a force acting perpendicular to the interface. In this model, the critical angle was the angle of incidence at which the normal velocity of the approaching corpuscle was just enough to reach the far side of the force field; at more oblique incidence, the corpuscle would be turned back.
E) Isaac Newton accepted the wave framework of light and proposed that light consists of longitudinal waves that are subject to a force acting perpendicular to the interface. In this model, the critical angle was the angle of incidence at which the normal velocity of the approaching wave was just enough to reach the far side of the force field; at more oblique incidence, the wave would be turned back.",D
42,furthest,1,0.1276858150959015,1934,Choose the correct answer: What did Fresnel predict and verify with regards to total internal reflections? based on the given context.,"Question: Choose the correct answer: What did Fresnel predict and verify with regards to total internal reflections? based on the given context.
A) Fresnel predicted and verified that three total internal reflections at 75°27' would give a precise circular polarization if two of the reflections had water as the external medium and the third had air, but not if the reflecting surfaces were all wet or all dry.
B) Fresnel predicted and verified that eight total internal reflections at 68°27' would give an accurate circular polarization if four of the reflections had water as the external medium while the other four had air, but not if the reflecting surfaces were all wet or all dry.
C) Fresnel predicted and verified that four total internal reflections at 30°27' would result in circular polarization if two of the reflections had water as the external medium while the other two had air, regardless if the reflecting surfaces were all wet or all dry.
D) Fresnel predicted and verified that two total internal reflections at 68°27' would give an accurate linear polarization if one of the reflections had water as the external medium and the other had air, but not if the reflecting surfaces were all wet or all dry.
E) Fresnel predicted and verified that four total internal reflections at 68°27' would give a precise circular polarization if two of the reflections had water as the external medium while the other two had air, but not if the reflecting surfaces were all wet or all dry.",E
43,closest,1,0.05080446973443031,767,Which of the following is correct? What did Fresnel predict and verify with regards to total internal reflections? among the listed options.,"Question: Which of the following is correct? What did Fresnel predict and verify with regards to total internal reflections? among the listed options.
A) Fresnel predicted and verified that three total internal reflections at 75°27' would give a precise circular polarization if two of the reflections had water as the external medium and the third had air, but not if the reflecting surfaces were all wet or all dry.
B) Fresnel predicted and verified that eight total internal reflections at 68°27' would give an accurate circular polarization if four of the reflections had water as the external medium while the other four had air, but not if the reflecting surfaces were all wet or all dry.
C) Fresnel predicted and verified that four total internal reflections at 30°27' would result in circular polarization if two of the reflections had water as the external medium while the other two had air, regardless if the reflecting surfaces were all wet or all dry.
D) Fresnel predicted and verified that two total internal reflections at 68°27' would give an accurate linear polarization if one of the reflections had water as the external medium and the other had air, but not if the reflecting surfaces were all wet or all dry.
E) Fresnel predicted and verified that four total internal reflections at 68°27' would give a precise circular polarization if two of the reflections had water as the external medium while the other two had air, but not if the reflecting surfaces were all wet or all dry.",E
43,furthest,1,0.0755782350897789,1264,Select the most accurate option: What did Fresnel predict and verify with regards to total internal reflections? among the listed options.,"Question: Select the most accurate option: What did Fresnel predict and verify with regards to total internal reflections? among the listed options.
A) Fresnel predicted and verified that three total internal reflections at 75°27' would give a precise circular polarization if two of the reflections had water as the external medium and the third had air, but not if the reflecting surfaces were all wet or all dry.
B) Fresnel predicted and verified that eight total internal reflections at 68°27' would give an accurate circular polarization if four of the reflections had water as the external medium while the other four had air, but not if the reflecting surfaces were all wet or all dry.
C) Fresnel predicted and verified that four total internal reflections at 30°27' would result in circular polarization if two of the reflections had water as the external medium while the other two had air, regardless if the reflecting surfaces were all wet or all dry.
D) Fresnel predicted and verified that two total internal reflections at 68°27' would give an accurate linear polarization if one of the reflections had water as the external medium and the other had air, but not if the reflecting surfaces were all wet or all dry.
E) Fresnel predicted and verified that four total internal reflections at 68°27' would give a precise circular polarization if two of the reflections had water as the external medium while the other two had air, but not if the reflecting surfaces were all wet or all dry.",E
44,closest,1,0.09900695085525513,436,Which of the following is correct? What is the role of axioms in a formal principle? from the following choices.,"Question: Which of the following is correct? What is the role of axioms in a formal principle? from the following choices.
A) Basis statements called axioms form the foundation of a formal principle and, together with the deducing rules, help in deriving a set of statements called theorems using proof principle.
B) Axioms are supplementary statements added to a formal principle that break down otherwise complex statements into more simple ones.
C) Axioms are redundant statements that can be derived from other statements in a formal framework, providing additional perspective to theorems derived from the framework.
D) The axioms in a framework are used for experimental validation of the theorems derived from the statements in the framework.
E) The axioms in a formal framework are added to prove that the statements derived from the framework are true, irrespective of their validity in the real world.",A
44,furthest,1,0.3701208829879761,198,Pick the best possible answer: What is the role of axioms in a formal principle? based on the given context.,"Question: Pick the best possible answer: What is the role of axioms in a formal principle? based on the given context.
A) Basis statements called axioms form the foundation of a formal principle and, together with the deducing rules, help in deriving a set of statements called theorems using proof principle.
B) Axioms are supplementary statements added to a formal principle that break down otherwise complex statements into more simple ones.
C) Axioms are redundant statements that can be derived from other statements in a formal principle, providing additional perspective to theorems derived from the principle.
D) The axioms in a principle are used for experimental validation of the theorems derived from the statements in the principle.
E) The axioms in a formal principle are added to prove that the statements derived from the principle are true, irrespective of their validity in the real world.",A
45,closest,1,0.1081719845533371,314,Identify the correct statement: What is the Erlangen program? carefully.,"Question: Identify the correct statement: What is the Erlangen program? carefully.
A) The Erlangen program is a procedure of characterizing geometries based on statistics and probability, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
B) The Erlangen program is a technique of characterizing geometries based on group concept and projective geometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
C) The Erlangen program is a approach of characterizing geometries based on algebra and trigonometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
D) The Erlangen program is a approach of characterizing geometries based on geometry and topology, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
E) The Erlangen program is a approach of characterizing geometries based on calculus and differential equations, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",B
45,furthest,1,0.5340556502342224,1841,Identify the correct statement: What is the Erlangen program? based on the given context.,"Question: Identify the correct statement: What is the Erlangen program? based on the given context.
A) The Erlangen program is a technique of characterizing geometries based on statistics and probability, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
B) The Erlangen program is a procedure of characterizing geometries based on group principle and projective geometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
C) The Erlangen program is a technique of characterizing geometries based on algebra and trigonometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
D) The Erlangen program is a procedure of characterizing geometries based on geometry and topology, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.
E) The Erlangen program is a procedure of characterizing geometries based on calculus and differential equations, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",B
46,closest,1,0.07111167162656784,1640,Choose the correct answer: What is the relation between the three moment theorem and the bending moments at three successive supports of a continuous beam? based on the given context.,"Question: Choose the correct answer: What is the relation between the three moment theorem and the bending moments at three successive supports of a continuous beam? based on the given context.
A) The three moment theorem expresses the relation between the deflection of two points on a beam relative to the point of intersection between tangent at those two points and the vertical through the first point.
B) The three moment theorem is used to calculate the maximum allowable bending moment of a beam, which is determined by the weight distribution of each segment of the beam.
C) The three moment theorem describes the relationship between bending moments at three successive supports of a continuous beam, subject to a loading on two adjacent spans with or without settlement of the supports.
D) The three moment theorem is used to calculate the weight distribution of each segment of a beam, which is required to apply Mohr's theorem.
E) The three moment theorem is used to derive the change in slope of a deflection curve between two points of a beam, which is equal to the area of the M/EI diagram between those two points.",C
46,furthest,1,0.2672550678253174,1162,What is the relation between the three moment theorem and the bending moments at three successive supports of a continuous beam?,"Question: What is the relation between the three moment theorem and the bending moments at three successive supports of a continuous beam?
A) The three moment theorem expresses the relation between the deflection of two points on a beam relative to the point of intersection between tangent at those two points and the vertical through the first point.
B) The three moment theorem is used to calculate the maximum allowable bending moment of a beam, which is determined by the weight distribution of each segment of the beam.
C) The three moment theorem describes the relationship between bending moments at three successive supports of a continuous beam, subject to a loading on two adjacent spans with or without settlement of the supports.
D) The three moment theorem is used to calculate the weight distribution of each segment of a beam, which is required to apply Mohr's theorem.
E) The three moment theorem is used to derive the change in slope of a deflection curve between two points of a beam, which is equal to the area of the M/EI diagram between those two points.",C
47,closest,1,0.03272784873843193,1990,Select the most accurate option: What is reciprocal length or inverse length?,"Question: Select the most accurate option: What is reciprocal length or inverse length?
A) Reciprocal length or inverse length is a quantity or measurement used in physics and chemistry. It is the reciprocal of time, and common units used for this measurement include the reciprocal second or inverse second (symbol: s−1), the reciprocal minute or inverse minute (symbol: min−1).
B) Reciprocal length or inverse length is a quantity or measurement used in geography and geology. It is the reciprocal of area, and common units used for this measurement include the reciprocal square metre or inverse square metre (symbol: m−2), the reciprocal square kilometre or inverse square kilometre (symbol: km−2).
C) Reciprocal length or inverse length is a quantity or measurement used in biology and medicine. It is the reciprocal of mass, and common units used for this measurement include the reciprocal gram or inverse gram (symbol: g−1), the reciprocal kilogram or inverse kilogram (symbol: kg−1).
D) Reciprocal length or inverse length is a quantity or measurement used in economics and finance. It is the reciprocal of interest rate, and common units used for this measurement include the reciprocal percent or inverse percent (symbol: %−1), the reciprocal basis point or inverse basis point (symbol: bp−1).
E) Reciprocal length or inverse length is a quantity or measurement used in several branches of science and mathematics. It is the reciprocal of length, and common units used for this measurement include the reciprocal metre or inverse metre (symbol: m−1), the reciprocal centimetre or inverse centimetre (symbol: cm−1).",E
47,furthest,1,0.41277918219566345,1515,Determine the correct option: What is reciprocal length or inverse length? based on the given context.,"Question: Determine the correct option: What is reciprocal length or inverse length? based on the given context.
A) Reciprocal length or inverse length is a quantity or measurement used in physics and chemistry. It is the reciprocal of time, and common units used for this measurement include the reciprocal second or inverse second (symbol: s−1), the reciprocal minute or inverse minute (symbol: min−1).
B) Reciprocal length or inverse length is a quantity or measurement used in geography and geology. It is the reciprocal of area, and common units used for this measurement include the reciprocal square metre or inverse square metre (symbol: m−2), the reciprocal square kilometre or inverse square kilometre (symbol: km−2).
C) Reciprocal length or inverse length is a quantity or measurement used in biology and medicine. It is the reciprocal of mass, and common units used for this measurement include the reciprocal gram or inverse gram (symbol: g−1), the reciprocal kilogram or inverse kilogram (symbol: kg−1).
D) Reciprocal length or inverse length is a quantity or measurement used in economics and finance. It is the reciprocal of interest rate, and common units used for this measurement include the reciprocal percent or inverse percent (symbol: %−1), the reciprocal basis point or inverse basis point (symbol: bp−1).
E) Reciprocal length or inverse length is a quantity or measurement used in several branches of science and mathematics. It is the reciprocal of length, and common units used for this measurement include the reciprocal metre or inverse metre (symbol: m−1), the reciprocal centimetre or inverse centimetre (symbol: cm−1).",E
48,closest,1,0.055485837161540985,885,Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics? among the listed options.,"Question: Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics? among the listed options.
A) Lorentz symmetry or Lorentz invariance is a property of the underlying spacetime manifold that describes the feature of nature that says experimental results are independent of the orientation or the boost velocity of the laboratory through space.
B) Lorentz symmetry or Lorentz invariance is a measure of the curvature of spacetime caused by the presence of massive objects, which describes the feature of nature that says experimental results are independent of the orientation or the boost velocity of the laboratory through space.
C) Lorentz symmetry or Lorentz invariance is a physical quantity that transforms under a given representation of the Lorentz group, built out of scalars, four-vectors, four-tensors, and spinors.
D) Lorentz symmetry or Lorentz invariance is a measure of the time dilation and length contraction effects predicted by special relativity, which states that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.
E) Lorentz symmetry or Lorentz invariance is an equivalence of observation or observational symmetry due to special relativity implying that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.",E
48,furthest,1,0.19535306096076965,586,What is Lorentz symmetry or Lorentz invariance in relativistic physics?,"Question: What is Lorentz symmetry or Lorentz invariance in relativistic physics?
A) Lorentz symmetry or Lorentz invariance is a property of the underlying spacetime manifold that describes the feature of nature that says experimental results are independent of the orientation or the boost velocity of the laboratory through space.
B) Lorentz symmetry or Lorentz invariance is a measure of the curvature of spacetime caused by the presence of massive objects, which describes the feature of nature that says experimental results are independent of the orientation or the boost velocity of the laboratory through space.
C) Lorentz symmetry or Lorentz invariance is a physical quantity that transforms under a given representation of the Lorentz group, built out of scalars, four-vectors, four-tensors, and spinors.
D) Lorentz symmetry or Lorentz invariance is a measure of the time dilation and length contraction effects predicted by special relativity, which states that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.
E) Lorentz symmetry or Lorentz invariance is an equivalence of observation or observational symmetry due to special relativity implying that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.",E
49,closest,1,0.025324290618300438,1992,Which of the following is correct? What is a trophic level in an ecological pyramid? from the following choices.,"Question: Which of the following is correct? What is a trophic level in an ecological pyramid? from the following choices.
A) A group of organisms that acquire most of their energy from the level above them in the pyramid.
B) A group of organisms that acquire most of their energy from the abiotic sources in the ecostructure.
C) A group of organisms that acquire most of their energy from the level below them in the pyramid.
D) A group of organisms that acquire most of their energy from the same level in the pyramid.
E) A group of organisms that do not acquire any energy from the ecoframework.",C
49,furthest,1,0.10339004546403885,1048,What is a trophic level in an ecological pyramid?,"Question: What is a trophic level in an ecological pyramid?
A) A group of organisms that acquire most of their energy from the level above them in the pyramid.
B) A group of organisms that acquire most of their energy from the abiotic sources in the ecosystem.
C) A group of organisms that acquire most of their energy from the level below them in the pyramid.
D) A group of organisms that acquire most of their energy from the same level in the pyramid.
E) A group of organisms that do not acquire any energy from the ecosystem.",C
50,closest,1,0.025926189497113228,318,Determine the correct option: How many crystallographic point groups are there in three-dimensional space? from the following choices.,"Question: Determine the correct option: How many crystallographic point groups are there in three-dimensional space? from the following choices.
A) 7
B) 32
C) 14
D) 5
E) 27",B
50,furthest,1,0.447875052690506,1285,Select the most accurate option: How many crystallographic point groups are there in three-dimensional space? carefully.,"Question: Select the most accurate option: How many crystallographic point groups are there in three-dimensional space? carefully.
A) 7
B) 32
C) 14
D) 5
E) 27",B
51,closest,1,0.05084879323840141,140,What is Martin Heidegger's view on the relationship between time and human existence?,"Question: What is Martin Heidegger's view on the relationship between time and human existence?
A) Martin Heidegger believes that humans exist within a time continuum that is infinite and does not have a defined beginning or end. The relationship to the past involves acknowledging it as a historical era, and the relationship to the future involves creating a world that will endure beyond one's own time.
B) Martin Heidegger believes that humans do not exist inside time, but that they are time. The relationship to the past is a present awareness of having been, and the relationship to the future involves anticipating a potential possibility, task, or engagement.
C) Martin Heidegger does not believe in the existence of time or that it has any effect on human consciousness. The relationship to the past and the future is insignificant, and human existence is solely based on the present.
D) Martin Heidegger believes that the relationship between time and human existence is cyclical. The past and present are interconnected and the future is predetermined. Human beings do not have free will.
E) Martin Heidegger believes that time is an illusion, and the past, present, and future are all happening simultaneously. Humans exist outside of this illusion and are guided by a higher power.",B
51,furthest,1,0.1464531421661377,1767,Identify the correct statement: What is Martin Heidegger's view on the relationship between time and human existence?,"Question: Identify the correct statement: What is Martin Heidegger's view on the relationship between time and human existence?
A) Martin Heidegger believes that humans exist within a time continuum that is infinite and does not have a defined beginning or end. The relationship to the past involves acknowledging it as a historical era, and the relationship to the future involves creating a world that will endure beyond one's own time.
B) Martin Heidegger believes that humans do not exist inside time, but that they are time. The relationship to the past is a present awareness of having been, and the relationship to the future involves anticipating a potential possibility, task, or engagement.
C) Martin Heidegger does not believe in the existence of time or that it has any effect on human consciousness. The relationship to the past and the future is insignificant, and human existence is solely based on the present.
D) Martin Heidegger believes that the relationship between time and human existence is cyclical. The past and present are interconnected and the future is predetermined. Human beings do not have free will.
E) Martin Heidegger believes that time is an illusion, and the past, present, and future are all happening simultaneously. Humans exist outside of this illusion and are guided by a higher power.",B
52,closest,1,0.04001498222351074,1078,Pick the best possible answer: What is the Ozma Problem? among the listed options.,"Question: Pick the best possible answer: What is the Ozma Problem? among the listed options.
A) The Ozma Problem is a chapter in a book that discusses the versatility of carbon and chirality in biochemistry.
B) The Ozma Problem is a discussion about time invariance and reversal in particle physics, theoretical physics, and cosmology.
C) The Ozma Problem is a conundrum that examines whether there is any fundamental asymmetry to the universe. It concerns various aspects of atomic and subatomic physics and how they relate to mirror asymmetry and the related concepts of chirality, antimatter, magnetic and electrical polarity, parity, charge and spin.
D) The Ozma Problem is a measure of how symmetry and asymmetry have evolved from the beginning of life on Earth.
E) The Ozma Problem is a comparison between the level of a desired signal and the level of background noise used in science and engineering.",C
52,furthest,1,0.17981648445129395,1463,Identify the correct statement: What is the Ozma Problem? based on the given context.,"Question: Identify the correct statement: What is the Ozma Problem? based on the given context.
A) The Ozma Problem is a chapter in a book that discusses the versatility of carbon and chirality in biochemistry.
B) The Ozma Problem is a discussion about time invariance and reversal in particle physics, theoretical physics, and cosmology.
C) The Ozma Problem is a conundrum that examines whether there is any fundamental asymmetry to the universe. It concerns various aspects of atomic and subatomic physics and how they relate to mirror asymmetry and the related concepts of chirality, antimatter, magnetic and electrical polarity, parity, charge and spin.
D) The Ozma Problem is a measure of how symmetry and asymmetry have evolved from the beginning of life on Earth.
E) The Ozma Problem is a comparison between the level of a desired signal and the level of background noise used in science and engineering.",C
53,closest,1,0.2070172280073166,26,Choose the correct answer: What is Hesse's principle of transfer in geometry? carefully.,"Question: Choose the correct answer: What is Hesse's principle of transfer in geometry? carefully.
A) Hesse's principle of transfer is a concept in biology that explains the transfer of genetic information from one generation to another.
B) Hesse's principle of transfer is a concept in chemistry that explains the transfer of electrons between atoms in a chemical reaction.
C) Hesse's principle of transfer is a concept in physics that explains the transfer of energy from one object to another.
D) Hesse's principle of transfer is a concept in economics that explains the transfer of wealth from one individual to another.
E) Hesse's principle of transfer is a concept in geometry that states that if the points of the projective line P1 are depicted by a rational normal curve in Pn, then the group of the projective transformations of Pn that preserve the curve is isomorphic to the group of the projective transformations of P1.",E
53,furthest,1,0.31109854578971863,1960,Determine the correct option: What is Hesse's principle of transfer in geometry? among the listed options.,"Question: Determine the correct option: What is Hesse's principle of transfer in geometry? among the listed options.
A) Hesse's principle of transfer is a concept in biology that explains the transfer of genetic information from one generation to another.
B) Hesse's principle of transfer is a concept in chemistry that explains the transfer of electrons between atoms in a chemical reaction.
C) Hesse's principle of transfer is a concept in physics that explains the transfer of energy from one object to another.
D) Hesse's principle of transfer is a concept in economics that explains the transfer of wealth from one individual to another.
E) Hesse's principle of transfer is a concept in geometry that states that if the points of the projective line P1 are depicted by a rational normal curve in Pn, then the group of the projective transformations of Pn that preserve the curve is isomorphic to the group of the projective transformations of P1.",E
54,closest,1,0.025380995124578476,403,Which of the following is correct? What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? based on the given context.,"Question: Which of the following is correct? What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? based on the given context.
A) The change in slope of the pinched hysteresis curves demonstrates switching between different resistance states, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
B) The change in slope of the pinched hysteresis curves indicates the presence of a Type-II non-crossing curve, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
C) The change in slope of the pinched hysteresis curves demonstrates the presence of a memristor, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
D) The change in slope of the pinched hysteresis curves demonstrates the presence of a memristive network, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
E) The change in slope of the pinched hysteresis curves indicates the presence of a linear resistor, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",A
54,furthest,1,0.1616116613149643,133,Identify the correct statement: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? based on the given context.,"Question: Identify the correct statement: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? based on the given context.
A) The change in slope of the pinched hysteresis curves demonstrates switching between different resistance states, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
B) The change in slope of the pinched hysteresis curves indicates the presence of a Type-II non-crossing curve, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
C) The change in slope of the pinched hysteresis curves demonstrates the presence of a memristor, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
D) The change in slope of the pinched hysteresis curves demonstrates the presence of a memristive network, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.
E) The change in slope of the pinched hysteresis curves indicates the presence of a linear resistor, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",A
55,closest,1,0.037457436323165894,287,Determine the correct option: What is the reason for recycling rare metals according to the United Nations? among the listed options.,"Question: Determine the correct option: What is the reason for recycling rare metals according to the United Nations? among the listed options.
A) The demand for rare metals will quickly exceed the consumed tonnage in 2013, but recycling rare metals with a worldwide production higher than 100 000 t/year is a good way to conserve natural resources and energy.
B) The demand for rare metals will lower in 2013, and recycling rare metals with a worldwide production lower than 100 000 t/year is a good way to conserve natural resources and energy.
C) The demand for rare metals will quickly exceed the consumed tonnage in 2013, but recycling rare metals with a worldwide production higher than 100 000 t/year is not a good way to conserve natural resources and energy.
D) The demand for rare metals will quickly exceed the consumed tonnage in 2013, but recycling rare metals with a worldwide production lower than 100 000 t/year is not a good way to conserve natural resources and energy.
E) The demand for rare metals will quickly exceed the consumed tonnage in 2013, and recycling rare metals with a worldwide production lower than 100 000 t/year is urgent and priority should be placed on it in order to conserve natural resources and energy.",E
55,furthest,1,0.20210044085979462,135,Determine the correct option: What is the reason for recycling rare metals according to the United Nations? from the following choices.,"Question: Determine the correct option: What is the reason for recycling rare metals according to the United Nations? from the following choices.
A) The demand for rare metals will quickly exceed the consumed tonnage in 2013, but recycling rare metals with a worldwide production higher than 100 000 t/year is a good way to conserve natural resources and energy.
B) The demand for rare metals will minimize in 2013, and recycling rare metals with a worldwide production lower than 100 000 t/year is a good way to conserve natural resources and energy.
C) The demand for rare metals will quickly exceed the consumed tonnage in 2013, but recycling rare metals with a worldwide production higher than 100 000 t/year is not a good way to conserve natural resources and energy.
D) The demand for rare metals will quickly exceed the consumed tonnage in 2013, but recycling rare metals with a worldwide production lower than 100 000 t/year is not a good way to conserve natural resources and energy.
E) The demand for rare metals will quickly exceed the consumed tonnage in 2013, and recycling rare metals with a worldwide production lower than 100 000 t/year is urgent and priority should be placed on it in order to conserve natural resources and energy.",E
56,closest,1,0.07955867797136307,1307,Identify the correct statement: What is bollard pull primarily used for measuring?,"Question: Identify the correct statement: What is bollard pull primarily used for measuring?
A) The weight of heavy machinery
B) The speed of locomotives
C) The distance traveled by a truck
D) The strength of tugboats
E) The height of a ballast tractor",D
56,furthest,1,0.1770707666873932,1989,Pick the best possible answer: What is bollard pull primarily used for measuring?,"Question: Pick the best possible answer: What is bollard pull primarily used for measuring?
A) The weight of heavy machinery
B) The speed of locomotives
C) The distance traveled by a truck
D) The strength of tugboats
E) The height of a ballast tractor",D
57,closest,1,0.0415203720331192,822,Select the most accurate option: Which of the following statements accurately describes the blocking temperature of an antiferromagnetic layer in a spin valve? carefully.,"Question: Select the most accurate option: Which of the following statements accurately describes the blocking temperature of an antiferromagnetic layer in a spin valve? carefully.
A) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at which the magnetization of the ferromagnetic layer becomes aligned with the magnetic field. The blocking temperature is typically higher than the Néel temperature.
B) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature below which the layer loses its ability to ""pin"" the magnetization direction of an adjacent ferromagnetic layer. The blocking temperature is typically higher than the Néel temperature.
C) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at which the ferromagnetic layer becomes completely demagnetized. The blocking temperature is typically higher than the Néel temperature.
D) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at or above which the layer ceases to prevent the orientation of an adjacent ferromagnetic layer. The blocking temperature is typically lower than the Néel temperature.
E) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at which the ferromagnetic layer loses its ability to ""pin"" the magnetization direction of an adjacent antiferromagnetic layer. The blocking temperature is typically higher than the Néel temperature.",D
57,furthest,1,0.16177330911159515,517,Choose the correct answer: Which of the following statements accurately describes the blocking temperature of an antiferromagnetic layer in a spin valve?,"Question: Choose the correct answer: Which of the following statements accurately describes the blocking temperature of an antiferromagnetic layer in a spin valve?
A) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at which the magnetization of the ferromagnetic layer becomes aligned with the magnetic field. The blocking temperature is typically higher than the Néel temperature.
B) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature below which the layer loses its ability to ""pin"" the magnetization direction of an adjacent ferromagnetic layer. The blocking temperature is typically higher than the Néel temperature.
C) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at which the ferromagnetic layer becomes completely demagnetized. The blocking temperature is typically higher than the Néel temperature.
D) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at or above which the layer ceases to prevent the orientation of an adjacent ferromagnetic layer. The blocking temperature is typically lower than the Néel temperature.
E) The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at which the ferromagnetic layer loses its ability to ""pin"" the magnetization direction of an adjacent antiferromagnetic layer. The blocking temperature is typically higher than the Néel temperature.",D
